pinId,pinState,pinName,pinAgency,sourceState,sourceAgency,sourceSiteName,matchedLabel,matchType,badgeCount
jr_south_carolina_barnwell_sp,South Carolina,Barnwell State Park,State,South Carolina,State Parks,South Carolina State Parks,South Carolina State Parks,state_program_broad,1
jr_south_carolina_calhoun_falls_sp,South Carolina,Calhoun Falls State Park,State,South Carolina,State Parks,South Carolina State Parks,South Carolina State Parks,state_program_broad,1
jr_south_carolina_charles_towne_landing_state_historic_site,South Carolina,Charles Towne Landing State Historic Site,State,South Carolina,State Parks,South Carolina State Parks,South Carolina State Parks,state_program_broad,1
jr_south_carolina_charlestown_sp,South Carolina,Charlestown SP,State,South Carolina,State Parks,South Carolina State Parks,South Carolina State Parks,state_program_broad,1
jr_south_carolina_cheraw_sp,South Carolina,Cheraw State Park,State,South Carolina,State Parks,South Carolina State Parks,South Carolina State Parks,state_program_broad,1
jr_south_carolina_chester_sp,South Carolina,Chester State Park,State,South Carolina,State Parks,South Carolina State Parks,South Carolina State Parks,state_program_broad,1
jr_south_carolina_colleton_sp,South Carolina,Colleton State Park,State,South Carolina,State Parks,South Carolina State Parks,South Carolina State Parks,state_program_broad,1
jr_south_carolina_devils_fork_sp,South Carolina,Devils Fork State Park,State,South Carolina,State Parks,South Carolina State Parks,South Carolina State Parks,state_program_broad,1
jr_south_carolina_dreher_island_sp,South Carolina,Dreher Island State Park,State,South Carolina,State Parks,South Carolina State Parks,South Carolina State Parks,state_program_broad,1
jr_south_carolina_edisto_beach_sp,South Carolina,Edisto Beach State Park,State,South Carolina,State Parks,South Carolina State Parks,South Carolina State Parks,state_program_broad,1
jr_south_carolina_goodale_sp,South Carolina,Goodale State Park,State,South Carolina,State Parks,South Carolina State Parks,South Carolina State Parks,state_program_broad,1
jr_south_carolina_hamilton_branch_sp,South Carolina,Hamilton Branch State Park,State,South Carolina,State Parks,South Carolina State Parks,South Carolina State Parks,state_program_broad,1
jr_south_carolina_hampton_plantation_state_historic_site,South Carolina,Hampton Plantation State Historic Site,State,South Carolina,State Parks,South Carolina State Parks,South Carolina State Parks,state_program_broad,1
jr_south_carolina_hickory_knob_state_resort_park,South Carolina,Hickory Knob State Resort Park,State,South Carolina,State Parks,South Carolina State Parks,South Carolina State Parks,state_program_broad,1
jr_south_carolina_hunting_island_sp,South Carolina,Hunting Island State Park,State,South Carolina,State Parks,South Carolina State Parks,South Carolina State Parks,state_program_broad,1
jr_south_carolina_huntington_beach_sp,South Carolina,Huntington Beach State Park,State,South Carolina,State Parks,South Carolina State Parks,South Carolina State Parks,state_program_broad,1
jr_south_carolina_kings_mountain_sp,South Carolina,Kings Mountain State Park,State,South Carolina,State Parks,South Carolina State Parks,South Carolina State Parks,state_program_broad,1
jr_south_carolina_lake_greenwood_sp,South Carolina,Lake Greenwood State Park,State,South Carolina,State Parks,South Carolina State Parks,South Carolina State Parks,state_program_broad,1
jr_south_carolina_lake_hartwell_sp,South Carolina,Lake Hartwell State Park,State,South Carolina,State Parks,South Carolina State Parks,South Carolina State Parks,state_program_broad,1
jr_south_carolina_lake_warren_sp,South Carolina,Lake Warren State Park,State,South Carolina,State Parks,South Carolina State Parks,South Carolina State Parks,state_program_broad,1
jr_south_carolina_musgrove_mill_state_historic_site,South Carolina,Musgrove Mill State Historic Site,State,South Carolina,State Parks,South Carolina State Parks,South Carolina State Parks,state_program_broad,1
jr_south_carolina_myrtle_beach_sp,South Carolina,Myrtle Beach SP,State,South Carolina,State Parks,South Carolina State Parks,South Carolina State Parks,state_program_broad,1
jr_south_carolina_paris_mountain_sp,South Carolina,Paris Mountain State Park,State,South Carolina,State Parks,South Carolina State Parks,South Carolina State Parks,state_program_broad,1
jr_south_carolina_poinsett_sp,South Carolina,Poinsett State Park,State,South Carolina,State Parks,South Carolina State Parks,South Carolina State Parks,state_program_broad,1
jr_south_carolina_rivers_bridge_state_historic_site,South Carolina,Rivers Bridge State Historic Site,State,South Carolina,State Parks,South Carolina State Parks,South Carolina State Parks,state_program_broad,1
jr_south_carolina_sadlers_creek_sp,South Carolina,Sadlers Creek State Park,State,South Carolina,State Parks,South Carolina State Parks,South Carolina State Parks,state_program_broad,1
jr_south_carolina_santee_sp,South Carolina,Santee State Park,State,South Carolina,State Parks,South Carolina State Parks,South Carolina State Parks,state_program_broad,1
jr_south_carolina_sesquicentennial_sp,South Carolina,Sesquicentennial State Park,State,South Carolina,State Parks,South Carolina State Parks,South Carolina State Parks,state_program_broad,1
jr_south_carolina_table_rock_sp,South Carolina,Table Rock State Park,State,South Carolina,State Parks,South Carolina State Parks,South Carolina State Parks,state_program_broad,1
jr_south_dakota_custer_sp,South Dakota,Custer SP,State,South Dakota,State Parks,Custer,Custer,state_core_exact,4
jr_south_dakota_south_dakota_s_sp,South Dakota,South Dakota's SP,State,South Dakota,State Parks,South Dakota State Parks,South Dakota State Parks,state_program_broad,12
jr_tennessee_tennessee_s_sp,Tennessee,Tennessee's State Parks,State,Tennessee,State Parks,Tennessee State Parks,Tennessee State Parks,state_program_broad,2
jr_texas_brazos_bend_sp,Texas,Brazos Bend SP,State,Texas,State Parks,Brazos Bend SP,Brazos Bend SP,state_name_exact,3
jr_texas_eisenhower_sp,Texas,Eisenhower SP,State,Texas,State Parks,Eisenho wer SP,Eisenhower Badge,state_core_exact,1
jr_texas_hueco_tanks_sp_and_hs,Texas,Hueco Tanks SP & HS,State,Texas,State Parks,Hueco Tanks SP,Hueco Tanks SP,state_core_fuzzy,1
jr_texas_palo_duro_canyon_sp,Texas,Palo Duro Canyon SP,State,Texas,State Parks,Palo Duro Canyo n SP,Palo Duro Canyo n SP,state_core_fuzzy,1
jr_texas_texas_s_sp,Texas,Texas's State Parks,State,Texas,State Parks,Texas State Parks,Texas State Parks,state_program_broad,12
jr_wisconsin_copper_falls_sp,Wisconsin,Copper Falls SP,State,Unknown - Midwest State Parks,State Parks,Copper Falls,Copper Falls,unique_core_exact,1
jr_wisconsin_big_bay_sp,Wisconsin,Big Bay SP,State,Unknown - Midwest State Parks,State Parks,big bay,big bay,unique_core_exact,1
jr_utah_anasazi_sp_museum,Utah,Anasazi SP Museum,State,Utah,State Parks,Anasazi,Anasazi,state_core_fuzzy,1
jr_utah_camp_floyd_stagecoach_inn_sp_and_m,Utah,Camp Floyd / Stagecoach Inn SP & M,State,Utah,State Parks,Camp Floyd,Camp Floyd,state_core_fuzzy,1
jr_utah_coral_pink_sand_dunes_sp,Utah,Coral Pink Sand Dunes SP,State,Utah,State Parks,Coral Pink Sand Dunes,Coral Pink Sand Dunes,state_core_exact,1
jr_utah_dead_horse_point_sp,Utah,Dead Horse Point SP,State,Utah,State Parks,Dead Horse Point,Dead Horse Point,state_core_exact,2
jr_utah_edge_of_the_cedars_sp,Utah,Edge of the Cedars SP,State,Utah,State Parks,Edge of the Cedars,Edge of the Cedars,state_core_exact,4
jr_utah_goblin_valley_sp,Utah,Goblin Valley SP,State,Utah,State Parks,Goblin Valley,Goblin Valley,state_core_exact,1
jr_washington_rockport_sp,Washington,Rockport SP,State,Utah,State Parks,Rockport,Rockport,unique_core_exact,1
jr_utah_utah_field_house_of_natural_history_sp_museum,Utah,Utah Field House of Natural History SP Museum,State,Utah,State Parks,Utah Field House of Natural History,Utah Field House of Natural History,state_core_fuzzy,2
jr_utah_utahraptor_sp,Utah,Utahraptor SP,State,Utah,State Parks,Utah State Parks,Utah State Parks,state_program_broad,12
jr_utah_wasatch_mountain_sp,Utah,Wasatch Mountain SP,State,Utah,State Parks,Wasatch Mountain,Wasatch Mountain,state_core_exact,1
jr_utah_kodachrome_basin_sp,Utah,Kodachrome Basin SP,State,Utah,State Parks,kokachrome,kokachrome,state_core_fuzzy,1
jr_virginia_bear_creek_lake_sp,Virginia,Bear Creek Lake SP,State,Virginia,State Parks,Bear Creek,Bear Creek Lake Badge,state_core_exact,2
jr_virginia_breaks_interstate_sp,Virginia,Breaks Interstate SP,State,Virginia,State Parks,Bre int 1,Bre int 1,state_core_fuzzy,2
jr_virginia_claytor_lake_sp,Virginia,Claytor Lake SP,State,Virginia,State Parks,Claytor Lake,Claytor Lake,state_core_exact,1
jr_virginia_douthat_sp,Virginia,Douthat SP,State,Virginia,State Parks,Douthat,Douthat,state_core_exact,1
jr_virginia_fairy_stone_sp,Virginia,Fairy Stone SP,State,Virginia,State Parks,Fairy Stone,Fairy Stone,state_core_exact,2
jr_virginia_first_landing_sp,Virginia,First Landing SP,State,Virginia,State Parks,Firs,Firs,state_core_fuzzy,1
jr_virginia_hungry_mother_sp,Virginia,Hungry Mother SP,State,Virginia,State Parks,Hun Mo,Hun Mo,state_core_fuzzy,1
jr_virginia_hungry_mother_sp,Virginia,Hungry Mother SP,State,Virginia,State Parks,Hungry Mother,Hungry Mother,state_core_exact,2
jr_virginia_james_river_sp,Virginia,James River SP,State,Virginia,State Parks,James River Patch,James River Patch,state_core_exact,1
jr_virginia_leesylvania_sp,Virginia,Leesylvania SP,State,Virginia,State Parks,Leesylvania,Leesylvania,state_core_exact,1
jr_virginia_natural_bridge_sp,Virginia,Natural Bridge SP,State,Virginia,State Parks,Nat bri,Nat bri,state_core_fuzzy,1
jr_virginia_pocahontas_sp,Virginia,Pocahontas SP,State,Virginia,State Parks,Pocahontas,Pocahontas,state_core_exact,1
jr_virginia_sailor_s_creek_battlefield_shp,Virginia,Sailor's Creek Battlefield SHP,State,Virginia,State Parks,Sailors Creek,Sailors Creek,state_core_fuzzy,1
jr_virginia_shenandoah_river_sp,Virginia,Shenandoah River SP,State,Virginia,State Parks,Shenandoah River,Shenandoah River,state_core_exact,2
jr_virginia_sky_meadows_sp,Virginia,Sky Meadows SP,State,Virginia,State Parks,Sky Meadows,Sky Meadows,state_core_exact,1
jr_virginia_smith_mountain_lake_sp,Virginia,Smith Mountain Lake SP,State,Virginia,State Parks,Smith Mountain Lake,Smith Mountain Lake,state_core_exact,1
jr_virginia_virginia_s_sp,Virginia,Virginia's State Parks,State,Virginia,State Parks,Virginia State Parks,Virginia State Parks,state_program_broad,12
jr_virginia_westmoreland_sp,Virginia,Westmoreland SP,State,Virginia,State Parks,Westmoreland,Westmoreland,state_core_exact,1
jr_virginia_york_river_sp,Virginia,York River SP,State,Virginia,State Parks,York River,York River,state_core_exact,1
jr_virginia_kiptopeke_sp,Virginia,Kiptopeke SP,State,Virginia,State Parks,kip pat,kip pat,state_core_fuzzy,1
jr_virginia_machicomoco_sp,Virginia,Machicomoco SP,State,Virginia,State Parks,mac,mac,state_core_fuzzy,1
jr_virginia_shenandoah_river_sp,Virginia,Shenandoah River SP,State,Virginia,State Parks,shen,shen,state_core_fuzzy,1
jr_washington_washington_s_sp,Washington,Washington's State Parks,State,Washington,State Parks,Wash Button Pin,Wash Button Pin,state_core_fuzzy,1
jr_washington_washington_s_sp,Washington,Washington's State Parks,State,Washington,State Parks,Washington State Parks,Washington State Parks,state_program_broad,12
jr_west_virginia_west_virginia_s_sp,West Virginia,West Virginia's SP,State,West Virginia,State Parks,West Virginia State Parks,West Virginia State Parks,state_program_broad,10
jr_wisconsin_wisconsin_sp_explorer_program,Wisconsin,Wisconsin State Parks Explorer Program,State,Wisconsin,State Parks,Wisconsin State Parks,Wisconsin State Parks,state_program_broad,8
jr_wyoming_guernsey_sp,Wyoming,Guernsey SP,State,Wyoming,State Parks,Guernsey,Guernsey,state_core_exact,2
jr_california_stanislaus_river_parks,California,Stanislaus River Parks,US Army Corps of Engineers,California,U.S. Army Corps of Engineers,stan,stan,state_core_fuzzy,1
jr_georgia_carters_lake,Georgia,Carters Lake,US Army Corps of Engineers,Georgia,U.S. Army Corps of Engineers,craters lake,craters lake,state_core_fuzzy,1
jr_iowa_lake_red_rock,Iowa,Lake Red Rock,US Army Corps of Engineers,Iowa,U.S. Army Corps of Engineers,Lake Rock,Lake Rock,state_core_fuzzy,1
jr_iowa_saylorville_lake,Iowa,Saylorville Lake,US Army Corps of Engineers,Iowa,U.S. Army Corps of Engineers,Saylorville Lake,Saylorville Lake,state_name_exact,1
jr_pentathlon_card_lake_cumberland_project,Kentucky,Lake Cumberland Project,US Army Corps of Engineers,Kentucky,U.S. Army Corps of Engineers,Lake Cum,Lake Cum,state_core_fuzzy,1
jr_massachusetts_us_corps_of_engineers_cape_cod,Massachusetts,US Corps of Engineers Cape Cod,US Army Corps of Engineers,Massachusetts,U.S. Army Corps of Engineers,Cap Cod2,Cap Cod2,state_core_fuzzy,1
jr_mississippi_tennessee_tombigbee_waterway,Mississippi,Tennessee-Tombigbee Waterway,US Army Corps of Engineers,Mississippi,U.S. Army Corps of Engineers,Tenn,Tenn,state_core_fuzzy,1
jr_missouri_st_louis_district,Missouri,St. Louis District,US Army Corps of Engineers,Missouri,U.S. Army Corps of Engineers,St Lou,St Lou,state_core_fuzzy,1
jr_missouri_table_rock_lake,Missouri,Table Rock Lake,US Army Corps of Engineers,Missouri,U.S. Army Corps of Engineers,Table Rock,Table Rock,state_core_fuzzy,1
jr_montana_libby_dam_visitor_center,Montana,Libby Dam Visitor Center,US Army Corps of Engineers,Montana,U.S. Army Corps of Engineers,Libby Dam,Libby Dam,state_core_exact,1
jr_north_carolina_falls_lake_visitor_center,North Carolina,Falls Lake Visitor Center,US Army Corps of Engineers,North Carolina,U.S. Army Corps of Engineers,Falls,Falls,state_core_fuzzy,1
jr_north_carolina_jordan_dam_visitor_center,North Carolina,Jordan Dam Visitor Center,US Army Corps of Engineers,North Carolina,U.S. Army Corps of Engineers,Jordan,Jordan,state_core_fuzzy,1
jr_north_carolina_w_kerr_scott_dam_and_reservoir,North Carolina,W. Kerr Scott Dam and Reservoir,US Army Corps of Engineers,North Carolina,U.S. Army Corps of Engineers,W. Kerr Scott,W. Kerr Scott,state_core_fuzzy,2
jr_ohio_alum_creek_lake_visitor_s_center,Ohio,Alum Creek Lake Visitor's Center,US Army Corps of Engineers,Ohio,U.S. Army Corps of Engineers,Alum Creek Lake,Alum Creek Lake,state_core_fuzzy,1
jr_ohio_deer_creek_project_office,Ohio,Deer creek Project Office,US Army Corps of Engineers,Ohio,U.S. Army Corps of Engineers,Deer C,Deer C,state_core_fuzzy,1
jr_ohio_delaware_creek_us_army_corps_of_engineers,Ohio,"Delaware Creek, US Army Corps of Engineers",US Army Corps of Engineers,Ohio,U.S. Army Corps of Engineers,Del BR,Del BR,state_core_fuzzy,1
jr_oklahoma_keystone_lake_project_office_usace,Oklahoma,Keystone Lake Project Office USACE,US Army Corps of Engineers,Oklahoma,U.S. Army Corps of Engineers,Keysto,Keysto,state_core_fuzzy,1
jr_oregon_bonneville_lock_and_dam,Oregon,Bonneville Lock & Dam,US Army Corps of Engineers,Oregon,U.S. Army Corps of Engineers,Bonneville badge2,Bonneville badge2,state_core_fuzzy,1
jr_pennsylvania_raystown_lake,Pennsylvania,Raystown Lake,US Army Corps of Engineers,Pennsylvania,U.S. Army Corps of Engineers,Raystown,Raystown,state_core_fuzzy,1
jr_pennsylvania_tioga_hammond_lakes_recreation_area_visitor_center,Pennsylvania,Tioga-Hammond Lakes Recreation Area visitor center,US Army Corps of Engineers,Pennsylvania,U.S. Army Corps of Engineers,Tigoa,Tigoa,state_core_fuzzy,1
jr_tennessee_j_percy_priest_lake,Tennessee,J. Percy Priest Lake,US Army Corps of Engineers,Tennessee,U.S. Army Corps of Engineers,J Per,J Per,state_core_fuzzy,1
jr_virginia_philpott_dam,Virginia,PhilPott Dam,US Army Corps of Engineers,Virginia,U.S. Army Corps of Engineers,phil,phil,state_core_fuzzy,1
jr_washington_ballard_locks,Washington,Ballard Locks,US Army Corps of Engineers,Washington,U.S. Army Corps of Engineers,Ballard Locks,Ballard Locks,state_name_exact,1
jr_alaska_chugach_nf,Alaska,Chugach NF,US Forest Service - National Forest,Alaska,U.S. Forest Service,Chugach National Forest,Chugach National Forest,state_core_exact,3
jr_alaska_tongass_nf,Alaska,Tongass NF,US Forest Service - National Forest,Alaska,U.S. Forest Service,Tongass National Forest,Tongass National Forest,state_core_exact,5
jr_arizona_apache_sitgreaves_nf,Arizona,Apache-SitGreaves NF,US Forest Service - National Forest,Arizona,U.S. Forest Service,Apache Sitgreaves National Forest,Apache Sitgreaves National Forest,state_core_exact,1
jr_arizona_red_rock_ranger_district_coconino_nf,Arizona,"Red Rock Ranger District, Coconino NF",US Forest Service - National Forest,Arizona,U.S. Forest Service,Coconino National Forest,Coconino National Forest,state_core_fuzzy,3
jr_arizona_coronado_nf,Arizona,Coronado NF,US Forest Service - National Forest,Arizona,U.S. Forest Service,Coronado National Forest,Coronado National Forest,state_core_fuzzy,3
jr_california_inyo_nf,California,Inyo NF,US Forest Service - National Forest,California,U.S. Forest Service,Inyo National Forest,Inyo National Forest,state_core_exact,6
jr_california_los_padres_nf,California,Los Padres NF,US Forest Service - National Forest,California,U.S. Forest Service,Los Padres National Forest,Los Padres National Forest,state_core_exact,1
jr_california_stanislaus_nf,California,Stanislaus NF,US Forest Service - National Forest,California,U.S. Forest Service,Stanislaus National Forest,Stanislaus National Forest,state_core_exact,3
jr_colorado_san_juan_nf,Colorado,San Juan NF,US Forest Service - National Forest,Colorado,U.S. Forest Service,"Chimney Rock, San Juan National Forest","Chimney Rock, San Juan National Forest",state_core_fuzzy,5
jr_across_selway_bitterroot_wilderness,Idaho,Selway Bitterroot Wilderness,US Forest Service - National Forest,Idaho,U.S. Forest Service,Selway-Bitterroot Wilderness,Selway-Bitterroot Wilderness,state_name_exact,1
jr_pentathlon_card_daniel_boone_nf,Kentucky,Daniel Boone NF,US Forest Service - National Forest,Kentucky,U.S. Forest Service,Daniel Boone,Daniel Boone,state_core_exact,1
jr_pentathlon_card_land_between_the_lakes_nra,Kentucky,Land Between the Lakes NRA,US Forest Service - National Forest,Kentucky,U.S. Forest Service,Land Between the Lakes National Recreation Area,Land Between the Lakes National Recreation Area,state_core_exact,2
jr_montana_custer_gallatin_nf,Montana,Custer Gallatin NF,US Forest Service - National Forest,Montana,U.S. Forest Service,Custer Gallatin National Forest,Custer Gallatin National Forest,state_core_exact,3
jr_montana_helena_lewis_and_clark_nf,Montana,Helena-Lewis and Clark NF,US Forest Service - National Forest,Montana,U.S. Forest Service,Lewis and Clark National Forest,Lewis and Clark National Forest,state_core_fuzzy,3
jr_nebraska_pine_ridge_ranger_district,Nebraska,Pine Ridge Ranger District,US Forest Service - National Forest,Nebraska,U.S. Forest Service,Pine Ridge,Pine Ridge,state_core_fuzzy,1
jr_new_hampshire_white_mountain_nf,New Hampshire,White Mountain NF,US Forest Service - National Forest,New Hampshire,U.S. Forest Service,Whi Mou,Whi Mou,state_core_fuzzy,1
jr_new_mexico_cibola_nf,New Mexico,Cibola NF,US Forest Service - National Forest,New Mexico,U.S. Forest Service,Cibola National Forest,Cibola National Forest,state_core_exact,1
jr_oregon_deschutes_nf,Oregon,Deschutes NF,US Forest Service - National Forest,Oregon,U.S. Forest Service,Deschutes National Forest,Deschutes National Forest,state_core_exact,1
jr_oregon_siuslaw_nf_cape_perpetua_sa,Oregon,Siuslaw NF - Cape Perpetua SA,US Forest Service - National Forest,Oregon,U.S. Forest Service,Siuslaw National Forest,Siuslaw National Forest,state_core_fuzzy,2
jr_oregon_umpqua_nf,Oregon,Umpqua NF,US Forest Service - National Forest,Oregon,U.S. Forest Service,Umpqua National Forest,Umpqua National Forest,state_core_exact,2
jr_south_dakota_black_hills_nf,South Dakota,Black Hills NF,US Forest Service - National Forest,South Dakota,U.S. Forest Service,Black Hills National Forest,Black Hills National Forest,state_core_exact,2
jr_south_dakota_buffalo_gap_ng,South Dakota,Buffalo Gap NG,US Forest Service - National Forest,South Dakota,U.S. Forest Service,Buffalo Gap National Grasslands,Buffalo Gap National Grasslands,state_core_fuzzy,4
jr_south_dakota_fort_pierre_ng,South Dakota,Fort Pierre NG,US Forest Service - National Forest,South Dakota,U.S. Forest Service,Fort Pierre National Grassland,Fort Pierre National Grassland,state_core_exact,2
jr_utah_dixon_nf,Utah,Dixie NF,US Forest Service - National Forest,Utah,U.S. Forest Service,Dixie National Forest,Dixie National Forest,state_core_exact,1
jr_wyoming_bighorn_nf,Wyoming,Bighorn NF,US Forest Service - National Forest,Wyoming,U.S. Forest Service,Bighorn National Forest,Bighorn National Forest,state_core_exact,2
