pinId,pinState,pinName,pinAgency,sourceState,sourceAgency,sourceSiteName,matchedLabel,matchType,badgeCount
jr_hawaii_pearl_harbor_nm,Hawaii,Pearl Harbor NM,NPS,Hawaii,National Park Service,Pearl Harbor National Memorial,Pearl Harbor National Memorial,state_core_exact,7
jr_hawaii_pu_uhonua_o_h_naunau_nhp,Hawaii,Pu'uhonua o Hōnaunau NHP,NPS,Hawaii,National Park Service,Pu`uhonua O Hōnaunau National Historical Park,Pu`uhonua O Hōnaunau National Historical Park,state_core_exact,11
jr_hawaii_pu_ukohol_heiau_nhs,Hawaii,Pu'ukoholā Heiau NHS,NPS,Hawaii,National Park Service,Pu`ukoholā Heiau National Historic Site,Pu`ukoholā Heiau National Historic Site,state_core_exact,5
jr_idaho_city_of_rocks_nr,Idaho,City of Rocks NR,NPS,Idaho,National Park Service,City Of Rocks National Reserve,City Of Rocks National Reserve,state_core_exact,7
jr_idaho_craters_of_the_moon_nm_and_pr,Idaho,Craters of the Moon NM & Pr,NPS,Idaho,National Park Service,Craters Of The Moon National Monument and Preserve,Craters Of The Moon National Monument and Preserve,state_core_exact,11
jr_idaho_hagerman_fossil_beds_nm,Idaho,Hagerman Fossil Beds NM,NPS,Idaho,National Park Service,Hagerman Fossil Beds National Monument,Hagerman Fossil Beds National Monument,state_core_exact,8
jr_illinois_illinois_and_michigan_canal_nha,Illinois,Illinois &  Michigan Canal NHA,NPS,Illinois,National Park Service,I and M Canal National Heritage Area,I and M Canal National Heritage Area,state_core_fuzzy,1
jr_illinois_lincoln_home_nhs,Illinois,Lincoln Home NHS,NPS,Illinois,National Park Service,Lincoln Home National Historic Site,Lincoln Home National Historic Site,state_core_exact,11
jr_illinois_pullman_nhp,Illinois,Pullman NHP,NPS,Illinois,National Park Service,Pullman National Historical Park,Pullman National Historical Park,state_core_exact,11
jr_indiana_george_rogers_clark_nhp,Indiana,George Rogers Clark NHP,NPS,Indiana,National Park Service,George Rogers Clark National Historical Park,George Rogers Clark National Historical Park,state_core_exact,4
jr_indiana_indiana_dunes_np,Indiana,Indiana Dunes NP,NPS,Indiana,National Park Service,"Indiana Dunes National Lakeshore, before February 15, 2019","Indiana Dunes National Lakeshore, before February 15, 2019",state_core_fuzzy,10
jr_indiana_indiana_dunes_np,Indiana,Indiana Dunes NP,NPS,Indiana,National Park Service,Indiana Dunes National Park,Indiana Dunes National Park,state_core_fuzzy,2
jr_indiana_lincoln_boyhood_nm,Indiana,Lincoln Boyhood NM,NPS,Indiana,National Park Service,Lincoln Boyhood National Memorial,Lincoln Boyhood National Memorial,state_core_exact,5
jr_iowa_effigy_mounds_nm,Iowa,Effigy Mounds NM,NPS,Iowa,National Park Service,Effigy Mounds National Monument,Effigy Mounds National Monument,state_core_exact,12
jr_iowa_herbert_hoover_nhs,Iowa,Herbert Hoover NHS,NPS,Iowa,National Park Service,Herbert Hoover National Historic Site,Herbert Hoover National Historic Site,state_core_exact,5
jr_kansas_brown_v_board_of_education_nhs,Kansas,Brown v. Board of Education NHS,NPS,Kansas,National Park Service,Brown v. Board of Education National Historic Site,Brown v. Board of Education National Historic Site,state_core_exact,4
jr_kansas_fort_larned_nhs,Kansas,Fort Larned NHS,NPS,Kansas,National Park Service,Fort Larned National Historic Site,Fort Larned National Historic Site,state_core_exact,3
jr_kansas_fort_scott_nhs,Kansas,Fort Scott NHS,NPS,Kansas,National Park Service,Fort Scott National Historic Site,Fort Scott National Historic Site,state_core_exact,3
jr_kansas_nicodemus_nhs,Kansas,Nicodemus NHS,NPS,Kansas,National Park Service,Nicodemus National Historic Site,Nicodemus National Historic Site,state_core_exact,4
jr_kansas_tallgrass_prairie_npr,Kansas,Tallgrass Prairie NPr,NPS,Kansas,National Park Service,Tallgrass Prairie National Preserve,Tallgrass Prairie National Preserve,state_core_exact,10
jr_kentucky_abraham_lincoln_birthplace_nhp,Kentucky,Abraham Lincoln Birthplace NHP,NPS,Kentucky,National Park Service,Abraham Lincoln Birthplace National Historical Park,Abraham Lincoln Birthplace National Historical Park,state_core_exact,5
jr_pentathlon_card_camp_nelson_nm,Kentucky,Camp Nelson NM,NPS,Kentucky,National Park Service,Camp Nelson National Monument,Camp Nelson National Monument,state_core_exact,4
jr_pentathlon_card_mammoth_cave_np,Kentucky,Mammoth Cave NP,NPS,Kentucky,National Park Service,Mammoth Cave National Historical Park,Mammoth Cave National Historical Park,state_core_exact,4
jr_pentathlon_card_mill_springs_battlefield_nm,Kentucky,Mill Springs Battlefield NM,NPS,Kentucky,National Park Service,Mill Springs Battlefield National Monument,Mill Springs Battlefield National Monument,state_core_exact,3
jr_louisiana_cane_river_creole_nhp,Louisiana,Cane River Creole NHP,NPS,Louisiana,National Park Service,Cane River Creole National Historical Park,Cane River Creole National Historical Park,state_core_exact,5
jr_louisiana_cane_river_nha,Louisiana,Cane River National Heritage Area,State,Louisiana,National Park Service,Cane River National Heritage Area,Cane River National Heritage Area,state_name_exact,2
jr_louisiana_jean_lafitte_nhp_and_barataria_p,Louisiana,Jean Lafitte NHP & Barataria P,NPS,Louisiana,National Park Service,Jean Lafitte National Historical Park and Preserve,Jean Lafitte National Historical Park and Preserve,state_core_fuzzy,6
jr_louisiana_new_orleans_jazz_nhp,Louisiana,New Orleans Jazz NHP,NPS,Louisiana,National Park Service,New Orleans Jazz National Historical Park,New Orleans Jazz National Historical Park,state_core_exact,3
jr_louisiana_poverty_point_nm,Louisiana,Poverty Point NM,NPS,Louisiana,National Park Service,Poverty Point National Monument,Poverty Point National Monument,state_core_exact,2
jr_maine_acadia_np,Maine,Acadia NP,NPS,Maine,National Park Service,Acadia National Park,Acadia National Park,state_core_exact,9
jr_maine_saint_croix_island_nhs,Maine,Saint Croix Island NHS,NPS,Maine,National Park Service,Saint Croix Island International Historic Park,Saint Croix Island International Historic Park,state_core_fuzzy,3
jr_maryland_antietam_nb,Maryland,Antietam NB,NPS,Maryland,National Park Service,Antietam National Battlefield,Antietam National Battlefield,state_core_exact,6
jr_across_assateague_island_ns,Maryland,Assateague Island NS,NPS,Maryland,National Park Service,Assateague Island National Seashore,Assateague Island National Seashore,state_core_exact,12
jr_maryland_catoctin_mountain_park,Maryland,Catoctin Mountain Park,NPS,Maryland,National Park Service,Catoctin Mountain Park,Catoctin Mountain Park,state_name_exact,5
jr_across_chesapeake_and_ohio_canal_nhp,Maryland,Chesapeake & Ohio Canal NHP,NPS,Maryland,National Park Service,"Chesapeake and Ohio Canal National Historical Park, DC MD, WV","Chesapeake and Ohio Canal National Historical Park, DC MD, WV",state_core_fuzzy,7
jr__clara_barton_nhs,Maryland,Clara Barton NHS,NPS,Maryland,National Park Service,Clara Barton National Historic Site,Clara Barton National Historic Site,state_core_exact,7
jr__fort_mchenry_nm_and_historical_shrine,Maryland,Fort McHenry NM and Historical Shrine,NPS,Maryland,National Park Service,Fort McHenry National Monument and Historic Shrine,Fort McHenry National Monument and Historic Shrine,state_core_fuzzy,8
jr__fort_washington_park,Maryland,Fort Washington Park,NPS,Maryland,National Park Service,Fort Washington Park,Fort Washington Park,state_name_exact,5
jr__glen_echo_park,Maryland,Glen Echo Park,NPS,Maryland,National Park Service,Glen Echo Park,Glen Echo Park,state_name_exact,6
jr__greenbelt_park,Maryland,Greenbelt Park,NPS,Maryland,National Park Service,Greenbelt Park,Greenbelt Park,state_name_exact,4
jr__hampton_nhs,Maryland,Hampton NHS,NPS,Maryland,National Park Service,Hampton National Historic Site,Hampton National Historic Site,state_core_exact,4
jr__harriet_tubman_underground_railroad_nhp,Maryland,Harriet Tubman Underground Railroad  NHP,NPS,Maryland,National Park Service,Harriet Tubman Underground Railroad National Monument,Harriet Tubman Underground Railroad National Monument,state_core_exact,5
jr__monocacy_nb,Maryland,Monocacy NB,NPS,Maryland,National Park Service,Monocacy National Battlefield,Monocacy National Battlefield,state_core_exact,6
jr__oxon_cove_park_and_oxon_hill_farm,Maryland,Oxon Cove Park & Oxon Hill Farm,NPS,Maryland,National Park Service,Oxon Cove Park and Oxon Hill Farm,Oxon Cove Park and Oxon Hill Farm,state_name_exact,6
jr__thomas_stone_nhs,Maryland,Thomas Stone NHS,NPS,Maryland,National Park Service,Thomas Stone National Historic Site,Thomas Stone National Historic Site,state_core_exact,5
jr_massachusetts_adams_nhp,Massachusetts,Adams NHP,NPS,Massachusetts,National Park Service,Adams National Historical Park,Adams National Historical Park,state_core_exact,4
jr_massachusetts_boston_african_american_nhs,Massachusetts,Boston African American NHS,NPS,Massachusetts,National Park Service,Boston African American National Historic Site,Boston African American National Historic Site,state_core_exact,2
jr_massachusetts_boston_harbor_islands_nra,Massachusetts,Boston Harbor Islands NRA,NPS,Massachusetts,National Park Service,Boston Harbor Islands National Recreation Area,Boston Harbor Islands National Recreation Area,state_core_exact,12
jr_massachusetts_boston_nhp,Massachusetts,Boston NHP,NPS,Massachusetts,National Park Service,Boston National Historical Park,Boston National Historical Park,state_core_exact,11
jr_massachusetts_cape_cod_ns,Massachusetts,Cape Cod NS,NPS,Massachusetts,National Park Service,Cape Cod National Seashore,Cape Cod National Seashore,state_core_exact,7
jr_massachusetts_frederick_law_olmsted_nhs,Massachusetts,Frederick Law Olmsted NHS,NPS,Massachusetts,National Park Service,Frederick Law Olmsted National Historic Site,Frederick Law Olmsted National Historic Site,state_core_exact,2
jr_massachusetts_john_fitzgerald_kennedy_nhs,Massachusetts,John Fitzgerald Kennedy NHS,NPS,Massachusetts,National Park Service,John Fitzgerald Kennedy National Historic Site,John Fitzgerald Kennedy National Historic Site,state_core_exact,4
jr_massachusetts_longfellow_house_washington_s_headquarters_nhs,Massachusetts,Longfellow House-Washington's Headquarters NHS,NPS,Massachusetts,National Park Service,Longfellow House - Washington's Headquarters National Historic Site,Longfellow House - Washington's Headquarters National Historic Site,state_core_exact,1
jr_massachusetts_lowell_nhp,Massachusetts,Lowell NHP,NPS,Massachusetts,National Park Service,Lowell National Historical Park,Lowell National Historical Park,state_core_exact,4
jr_massachusetts_minute_man_nhp,Massachusetts,Minute Man NHP,NPS,Massachusetts,National Park Service,Minute Man National Historical Park,Minute Man National Historical Park,state_core_exact,5
jr_massachusetts_new_bedford_whaling_nhp,Massachusetts,New Bedford Whaling NHP,NPS,Massachusetts,National Park Service,New Bedford Whaling National Historical Park,New Bedford Whaling National Historical Park,state_core_exact,5
jr_massachusetts_salem_maritime_nhs,Massachusetts,Salem Maritime NHS,NPS,Massachusetts,National Park Service,Salem Maritime National Historic Site,Salem Maritime National Historic Site,state_core_exact,9
jr_massachusetts_saugus_iron_works_nhs,Massachusetts,Saugus Iron Works NHS,NPS,Massachusetts,National Park Service,Saugus Iron Works National Historic Site,Saugus Iron Works National Historic Site,state_core_exact,5
jr_massachusetts_springfield_armory_nhs,Massachusetts,Springfield Armory NHS,NPS,Massachusetts,National Park Service,Springfield Armory National Historic Site,Springfield Armory National Historic Site,state_core_exact,7
jr_michigan_isle_royale_np,Michigan,Isle Royale NP,NPS,Michigan,National Park Service,Isle Royale National Park,Isle Royale National Park,state_core_exact,5
jr_michigan_keweenaw_nhp,Michigan,Keweenaw NHP,NPS,Michigan,National Park Service,Keweenaw National Historical Park,Keweenaw National Historical Park,state_core_exact,3
jr_michigan_pictured_rocks_nl,Michigan,Pictured Rocks NL,NPS,Michigan,National Park Service,Pictured Rocks National Lakeshore,Pictured Rocks National Lakeshore,state_core_exact,7
jr_michigan_river_raisin_nbp,Michigan,River Raisin NBP,NPS,Michigan,National Park Service,River Raisin National Battlefield Park,River Raisin National Battlefield Park,state_core_exact,3
jr_michigan_sleeping_bear_dunes_nl,Michigan,Sleeping Bear Dunes NL,NPS,Michigan,National Park Service,Sleeping Bear Dunes National Lakeshore,Sleeping Bear Dunes National Lakeshore,state_core_exact,8
jr_minnesota_grand_portage,Minnesota,Grand Portage,NPS,Minnesota,National Park Service,Grand Portage National Monument,Grand Portage National Monument,state_core_exact,7
jr_minnesota_pipestone_nm,Minnesota,Pipestone NM,NPS,Minnesota,National Park Service,Pipestone National Monument,Pipestone National Monument,state_core_exact,9
jr_minnesota_voyageurs_np,Minnesota,Voyageurs NP,NPS,Minnesota,National Park Service,Voyageurs National Park,Voyageurs National Park,state_core_exact,4
jr_mississippi_medger_and_myrlie_evers_home_nm,Mississippi,Medger and Myrlie Evers Home NM,NPS,Mississippi,National Park Service,Medgar and Myrlie Evers Home National Monument,Medgar and Myrlie Evers Home National Monument,state_core_fuzzy,4
jr_mississippi_natchez_nhp,Mississippi,Natchez NHP,NPS,Mississippi,National Park Service,Natchez National Historical Park,Natchez National Historical Park,state_core_exact,5
jr_oregon_crater_lake_np,Oregon,Crater Lake NP,NPS,Mississippi,National Park Service,"Natchez Trace Parkway , Al, MS, TN",Crater Lake National Park,unique_core_exact,9
jr_mississippi_vicksburg_nmp,Mississippi,Vicksburg NMP,NPS,Mississippi,National Park Service,Vicksburg National Military Park,Vicksburg National Military Park,state_core_exact,6
jr_missouri_gateway_arch_np,Missouri,Gateway Arch NP,NPS,Missouri,National Park Service,Gateway Arch National Park,Gateway Arch National Park,state_core_exact,8
jr_missouri_george_washington_carver_nm,Missouri,George Washington Carver NM,NPS,Missouri,National Park Service,George Washington Carver National Monument,George Washington Carver National Monument,state_core_exact,11
jr_missouri_harry_s_truman_nhs,Missouri,Harry S Truman NHS,NPS,Missouri,National Park Service,Harry S Truman National Historic Site,Harry S Truman National Historic Site,state_core_exact,4
jr_missouri_ste_genevieve_nhp,Missouri,Ste. Genevieve NHP,NPS,Missouri,National Park Service,Ste. Genevieve National Historical Park,Ste. Genevieve National Historical Park,state_core_exact,5
jr_missouri_ulysses_s_grant_nhs,Missouri,Ulysses S. Grant NHS,NPS,Missouri,National Park Service,Ulysses S Grant National Historic Site,Ulysses S Grant National Historic Site,state_core_exact,6
jr_missouri_wilson_s_creek_nb,Missouri,Wilson's Creek NB,NPS,Missouri,National Park Service,Wilson's Creek National Battlefield,Wilson's Creek National Battlefield,state_core_exact,9
jr_montana_big_hole_nb,Montana,Big Hole NB,NPS,Montana,National Park Service,Big Hole National Battlefield,Big Hole National Battlefield,state_core_exact,3
jr_across_bighorn_canyon_nra,Montana,Bighorn Canyon NRA,NPS,Montana,National Park Service,"Bighorn Canyon National Recreation Area, MT,WY","Bighorn Canyon National Recreation Area, MT,WY",state_core_fuzzy,3
jr_montana_glacier_np,Montana,Glacier NP,NPS,Montana,National Park Service,Glacier National Park,Glacier National Park,state_core_exact,7
jr_montana_grant_kohrs_ranch_nhs,Montana,Grant-Kohrs Ranch NHS,NPS,Montana,National Park Service,Grant-Kohrs Ranch National Historic Site,Grant-Kohrs Ranch National Historic Site,state_core_exact,5
jr_montana_little_bighorn_battlefield_nm,Montana,Little Bighorn Battlefield NM,NPS,Montana,National Park Service,Little Bighorn Battlefield National Monument,Little Bighorn Battlefield National Monument,state_core_exact,3
jr_nebraska_agate_fossil_beds_nm,Nebraska,Agate Fossil Beds NM,NPS,Nebraska,National Park Service,Agate Fossil Beds National Monument,Agate Fossil Beds National Monument,state_core_exact,4
jr_nebraska_homestead_nhp,Nebraska,Homestead NHP,NPS,Nebraska,National Park Service,Homestead National Historical Park,Homestead National Historical Park,state_core_exact,1
jr_nebraska_scotts_bluff_nm,Nebraska,Scotts Bluff NM,NPS,Nebraska,National Park Service,Scotts Bluff National Monument,Scotts Bluff National Monument,state_core_exact,5
jr_nevada_great_basin_np,Nevada,Great Basin NP,NPS,Nevada,National Park Service,Great Basin National Park,Great Basin National Park,state_core_exact,12
jr_across_lake_mead_nra,Arizona,Lake Mead NRA,NPS,Nevada,National Park Service,Lake Mead National Recreation Area,Lake Mead National Recreation Area,unique_core_exact,11
jr_nevada_tule_springs_fossil_beds_nm,Nevada,Tule Springs Fossil Beds NM,NPS,Nevada,National Park Service,Tule Springs Fossil Beds National Monument,Tule Springs Fossil Beds National Monument,state_core_exact,6
jr_new_hampshire_saint_gaudens_nhp,New Hampshire,Saint-Gaudens NHP,NPS,New Hampshire,National Park Service,Saint-Gaudens National Historical Park,Saint-Gaudens National Historical Park,state_core_exact,4
jr_new_jersey_great_egg_harbor_river,New Jersey,Great Egg Harbor River,Other,New Jersey,National Park Service,Great Egg Harbor River,Great Egg Harbor River,state_name_exact,3
jr_new_jersey_morristown_nhp,New Jersey,Morristown NHP,NPS,New Jersey,National Park Service,Morristown National Historical Park,Morristown National Historical Park,state_core_exact,4
jr_new_jersey_patterson_great_falls_nhp,New Jersey,Patterson Great Falls NHP,NPS,New Jersey,National Park Service,Paterson Great Falls National Historical Park,Paterson Great Falls National Historical Park,state_core_fuzzy,5
jr_new_jersey_thomas_edison_nhp,New Jersey,Thomas Edison NHP,NPS,New Jersey,National Park Service,Thomas Edison National Historical Park,Thomas Edison National Historical Park,state_core_exact,6
jr_new_mexico_aztec_ruins_nm,New Mexico,Aztec Ruins NM,NPS,New Mexico,National Park Service,Aztec Ruins National Monument,Aztec Ruins National Monument,state_core_exact,7
jr_new_mexico_bandelier_nm,New Mexico,Bandelier NM,NPS,New Mexico,National Park Service,Bandelier National Monument,Bandelier National Monument,state_core_exact,11
jr_new_mexico_capulin_volcano_nm,New Mexico,Capulin Volcano NM,NPS,New Mexico,National Park Service,Capulin Volcano National Monument,Capulin Volcano National Monument,state_core_exact,9
jr_new_mexico_carlsbad_caverns_np,New Mexico,Carlsbad Caverns NP,NPS,New Mexico,National Park Service,Carlsbad Caverns National Park,Carlsbad Caverns National Park,state_core_exact,7
jr_new_mexico_chaco_culture_nhp,New Mexico,Chaco Culture NHP,NPS,New Mexico,National Park Service,Chaco Culture National Historical Park,Chaco Culture National Historical Park,state_core_exact,9
jr_new_mexico_el_malpais_nm,New Mexico,El Malpais NM,NPS,New Mexico,National Park Service,El Malpais National Monument,El Malpais National Monument,state_core_fuzzy,5
jr_new_mexico_el_morro_nm,New Mexico,El Morro NM,NPS,New Mexico,National Park Service,El Morro National Monument,El Morro National Monument,state_core_exact,8
jr_new_mexico_fort_union_nm,New Mexico,Fort Union NM,NPS,New Mexico,National Park Service,Fort Union National Monument,Fort Union National Monument,state_core_exact,7
jr_new_mexico_gila_cliff_dwellings_nm,New Mexico,Gila Cliff Dwellings NM,NPS,New Mexico,National Park Service,Gila Cliff Dwellings National Monument,Gila Cliff Dwellings National Monument,state_core_exact,8
jr_new_mexico_pecos_nhp,New Mexico,Pecos NHP,NPS,New Mexico,National Park Service,Pecos National Historical Park,Pecos National Historical Park,state_core_exact,9
jr_new_mexico_petroglyph_nm,New Mexico,Petroglyph NM,NPS,New Mexico,National Park Service,Petroglyph National Monument,Petroglyph National Monument,state_core_exact,12
jr_new_mexico_salinas_pueblo_mission_nm,New Mexico,Salinas Pueblo Mission NM,NPS,New Mexico,National Park Service,Salinas Pueblo Missions National Monument,Salinas Pueblo Missions National Monument,state_core_fuzzy,10
jr_new_mexico_valles_caldera_npr,New Mexico,Valles Caldera NPR,NPS,New Mexico,National Park Service,Valles Caldera National Preserve,Valles Caldera National Preserve,state_core_exact,9
jr_new_mexico_white_sands_np,New Mexico,White Sands NP,NPS,New Mexico,National Park Service,White Sands National Park,White Sands National Park,state_core_exact,6
jr_new_york_african_burial_ground_nm,New York,African Burial Ground NM,NPS,New York,National Park Service,African Burial Ground National Monument,African Burial Ground National Monument,state_core_exact,3
jr_new_york_castle_clinton,New York,Castle Clinton,NPS,New York,National Park Service,Castle Clinton National Monument,Castle Clinton National Monument,state_core_exact,5
jr_new_york_eleanor_roosevelt_nhs,New York,Eleanor Roosevelt NHS,NPS,New York,National Park Service,Eleanor Roosevelt National Historic Site,Eleanor Roosevelt National Historic Site,state_core_exact,1
jr_new_york_erie_canalway_nhc,New York,Erie Canalway NHC,NPS,New York,National Park Service,Erie Canalway National Heritage Corridor,Erie Canalway National Heritage Corridor,state_core_fuzzy,3
jr_new_york_fire_island_ns,New York,Fire Island NS,NPS,New York,National Park Service,Fire Island National Seashore,Fire Island National Seashore,state_core_exact,11
jr_new_york_fort_stanwix_nm,New York,Fort Stanwix NM,NPS,New York,National Park Service,Fort Stanwix National Monument,Fort Stanwix National Monument,state_core_exact,6
jr_across_gateway_nra,New Jersey,Gateway NRA,NPS,New York,National Park Service,Gateway National Recreation Area,Gateway National Recreation Area,unique_core_exact,11
jr_new_york_general_grant_nm,New York,General Grant NM,NPS,New York,National Park Service,General Grant National Memorial,General Grant National Memorial,state_core_exact,4
jr_new_york_governors_island_nm,New York,Governors Island NM,NPS,New York,National Park Service,Governors Island National Monument,Governors Island National Monument,state_core_exact,4
jr_new_york_hamilton_grange_nm,New York,Hamilton Grange NM,NPS,New York,National Park Service,Hamilton Grange National Memorial,Hamilton Grange National Memorial,state_core_exact,4
jr_new_york_harriet_tubman_nhp,New York,Harriet Tubman NHP,NPS,New York,National Park Service,Harriet Tubman National Historical Park,Harriet Tubman National Historical Park,state_core_exact,2
jr_new_york_home_of_franklin_d_roosevelt_nhs,New York,Home of Franklin D. Roosevelt NHS,NPS,New York,National Park Service,Home Of Franklin D Roosevelt National Historic Site,Home Of Franklin D Roosevelt National Historic Site,state_core_exact,2
jr_new_york_martin_van_buren_nhs,New York,Martin Van Buren NHS,NPS,New York,National Park Service,Martin Van Buren National Historic Site,Martin Van Buren National Historic Site,state_core_exact,2
jr_new_york_niagara_falls_nha,New York,Niagara Falls National Heritage Area,NPS,New York,National Park Service,Niagara Falls National Heritage Area,Niagara Falls National Heritage Area,state_name_exact,3
jr_new_york_sagamore_hill_nhs,New York,Sagamore Hill NHS,NPS,New York,National Park Service,Sagamore Hill National Historic Site,Sagamore Hill National Historic Site,state_core_exact,8
jr_new_york_saint_paul_s_church_nhs,New York,Saint Paul's Church NHS,NPS,New York,National Park Service,Saint Paul's Church National Historic Site,Saint Paul's Church National Historic Site,state_core_exact,4
jr_new_york_saratoga_nhp,New York,Saratoga NHP,NPS,New York,National Park Service,Saratoga National Historical Park,Saratoga National Historical Park,state_core_exact,8
jr_across_statue_of_liberty_nm_ellis_island_ellis_island_museum,New Jersey,"Statue of Liberty NM (Ellis Island, Ellis Island Museum)",NPS,New York,National Park Service,Statue Of Liberty National Monument,Statue Of Liberty National Monument,unique_core_exact,10
jr_new_york_stonewall_nm,New York,Stonewall NM,NPS,New York,National Park Service,Stonewall National Monument,Stonewall National Monument,state_core_exact,2
jr_new_york_theodore_roosevelt_birthplace_nhs,New York,Theodore Roosevelt Birthplace NHS,NPS,New York,National Park Service,Theodore Roosevelt Birthplace National Historic Site,Theodore Roosevelt Birthplace National Historic Site,state_core_exact,9
jr_new_york_theodore_roosevelt_inagural_nhs,New York,Theodore Roosevelt Inagural NHS,NPS,New York,National Park Service,Theodore Roosevelt Inaugural National Historic Site,Theodore Roosevelt Inaugural National Historic Site,state_core_fuzzy,2
jr_new_york_vanderbilt_mansion_nhs,New York,Vanderbilt Mansion NHS,NPS,New York,National Park Service,Vanderbilt Mansion National Historic Site,Vanderbilt Mansion National Historic Site,state_core_exact,2
jr_new_york_women_s_rights_nhp,New York,Women's Rights NHP,NPS,New York,National Park Service,Women's Rights National Historical Park,Women's Rights National Historical Park,state_core_exact,4
jr_north_carolina_cape_hatteras_ns,North Carolina,Cape Hatteras NS,NPS,North Carolina,National Park Service,Cape Hatteras National Seashore,Cape Hatteras National Seashore,state_core_exact,12
jr_north_carolina_cape_lookout_ns,North Carolina,Cape Lookout NS,NPS,North Carolina,National Park Service,Cape Lookout National Seashore,Cape Lookout National Seashore,state_core_exact,11
jr_north_carolina_carl_sandburg_home_nhs,North Carolina,Carl Sandburg Home NHS,NPS,North Carolina,National Park Service,Carl Sandburg Home National Historic Site,Carl Sandburg Home National Historic Site,state_core_exact,9
jr_north_carolina_fort_raleigh_nhs,North Carolina,Fort Raleigh NHS,NPS,North Carolina,National Park Service,Fort Raleigh National Historic Site,Fort Raleigh National Historic Site,state_core_exact,5
jr_north_carolina_guilford_courthouse_nmp,North Carolina,Guilford Courthouse NMP,NPS,North Carolina,National Park Service,Guilford Courthouse National Military Park,Guilford Courthouse National Military Park,state_core_exact,6
jr_north_carolina_moores_creek_nb,North Carolina,Moores Creek NB,NPS,North Carolina,National Park Service,Moores Creek National Battlefield,Moores Creek National Battlefield,state_core_exact,12
jr_north_carolina_wright_brothers_nm,North Carolina,Wright Brothers NM,NPS,North Carolina,National Park Service,Wright Brothers National Memorial,Wright Brothers National Memorial,state_core_exact,7
jr_north_dakota_fort_union_trading_post_nhs,North Dakota,Fort Union Trading Post NHS,NPS,North Dakota,National Park Service,"Fort Union Trading Post National Historic Site, MT,ND","Fort Union Trading Post National Historic Site, MT,ND",state_core_fuzzy,3
jr_north_dakota_knife_river_indian_villages_nhs,North Dakota,Knife River Indian Villages NHS,NPS,North Dakota,National Park Service,Knife River Indian Villages National Historic Site,Knife River Indian Villages National Historic Site,state_core_exact,7
jr_north_dakota_theodore_roosevelt_np,North Dakota,Theodore Roosevelt NP,NPS,North Dakota,National Park Service,Theodore Roosevelt National Park,Theodore Roosevelt National Park,state_core_exact,12
jr_ohio_charles_young_buffalo_soldiers_nm,Ohio,Charles Young Buffalo Soldiers NM,NPS,Ohio,National Park Service,Charles Young Buffalo Soldiers National Monument,Charles Young Buffalo Soldiers National Monument,state_core_exact,5
jr_ohio_cuyahoga_valley_np,Ohio,Cuyahoga Valley NP,NPS,Ohio,National Park Service,Cuyahoga Valley National Park,Cuyahoga Valley National Park,state_core_exact,12
jr_ohio_dayton_aviation_heritage_nhp,Ohio,Dayton Aviation Heritage NHP,NPS,Ohio,National Park Service,Dayton Aviation Heritage National Historical Park,Dayton Aviation Heritage National Historical Park,state_core_exact,5
jr_ohio_first_ladies_nhs,Ohio,First Ladies NHS,NPS,Ohio,National Park Service,First Ladies National Historic Site,First Ladies National Historic Site,state_core_exact,5
jr_ohio_hopewell_culture_nhs,Ohio,Hopewell Culture NHS,NPS,Ohio,National Park Service,Hopewell Culture National Historical Park,Hopewell Culture National Historical Park,state_core_exact,10
jr_ohio_james_a_garfield_nhs,Ohio,James A Garfield NHS,NPS,Ohio,National Park Service,James A Garfield National Historic Site,James A Garfield National Historic Site,state_core_exact,4
jr_ohio_perry_s_victory_and_international_peace_m,Ohio,Perry's Victory and International Peace M,NPS,Ohio,National Park Service,Perry's Victory and International Peace Memorial,Perry's Victory and International Peace Memorial,state_core_exact,4
jr_ohio_william_howard_taft_nhs,Ohio,William Howard Taft NHS,NPS,Ohio,National Park Service,William Howard Taft National Historic Site,William Howard Taft National Historic Site,state_core_exact,10
jr_oklahoma_chickasaw_nra,Oklahoma,Chickasaw NRA,NPS,Oklahoma,National Park Service,Chickasaw National Recreation Area,Chickasaw National Recreation Area,state_core_exact,3
jr_oklahoma_oklahoma_city_nm,Oklahoma,Oklahoma City NM,NPS,Oklahoma,National Park Service,Oklahoma City National Memorial,Oklahoma City National Memorial,state_core_exact,5
jr_oklahoma_oklahoma_city_nm,Oklahoma,Oklahoma City NM,NPS,Oklahoma,National Park Service,Oklahoma Outdoor Junior Ranger,Oklahoma Outdoor Junior Ranger,state_core_fuzzy,1
jr_oklahoma_washita_battlefield_nhs,Oklahoma,Washita Battlefield NHS,NPS,Oklahoma,National Park Service,Washita Battlefield National Historic Site,Washita Battlefield National Historic Site,state_core_exact,5
jr_oregon_crater_lake_np,Oregon,Crater Lake NP,NPS,Oregon,National Park Service,Crater Lake National Park,Crater Lake National Park,state_core_exact,12
jr_oregon_john_day_fossil_beds_nm,Oregon,John Day Fossil Beds NM,NPS,Oregon,National Park Service,John Day Fossil Beds National Monument,John Day Fossil Beds National Monument,state_core_exact,9
jr_across_lewis_and_clark_nhp_and_shp,Oregon,Lewis & Clark NHP and SHP,NPS,Oregon,National Park Service,"Lewis and Clark National Historical Park, OR,WA","Lewis and Clark National Historical Park, OR,WA",state_core_fuzzy,12
