hash,fileName,fileId,viewUrl,thumbnailUrl,localFile
049f89ecd1,jr-reward-049f89ecd1.webp,1iXhGJ13PpAkYennF43C81CV7Yn4Zs104,https://drive.google.com/file/d/1iXhGJ13PpAkYennF43C81CV7Yn4Zs104/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1iXhGJ13PpAkYennF43C81CV7Yn4Zs104&sz=w1600,01-code/app/assets/badges/jr-rewards/049f89ecd1.webp
04a64b30d7,jr-reward-04a64b30d7.webp,1OQPmzmeRL-4ppcpL-kxQudRBH_Cj6YkA,https://drive.google.com/file/d/1OQPmzmeRL-4ppcpL-kxQudRBH_Cj6YkA/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1OQPmzmeRL-4ppcpL-kxQudRBH_Cj6YkA&sz=w1600,01-code/app/assets/badges/jr-rewards/04a64b30d7.webp
04a972a1d8,jr-reward-04a972a1d8.webp,1Zc39AoJALATg6y3rnT_n3WZR2U_51gIB,https://drive.google.com/file/d/1Zc39AoJALATg6y3rnT_n3WZR2U_51gIB/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1Zc39AoJALATg6y3rnT_n3WZR2U_51gIB&sz=w1600,01-code/app/assets/badges/jr-rewards/04a972a1d8.webp
04b2c55319,jr-reward-04b2c55319.webp,1vH-VHAMMU7OD8psV5Iwl241shFnHg8UZ,https://drive.google.com/file/d/1vH-VHAMMU7OD8psV5Iwl241shFnHg8UZ/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1vH-VHAMMU7OD8psV5Iwl241shFnHg8UZ&sz=w1600,01-code/app/assets/badges/jr-rewards/04b2c55319.webp
04ce0a3222,jr-reward-04ce0a3222.webp,1-DPMl43tqWFq772gzafnAQCRR-1ReusI,https://drive.google.com/file/d/1-DPMl43tqWFq772gzafnAQCRR-1ReusI/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1-DPMl43tqWFq772gzafnAQCRR-1ReusI&sz=w1600,01-code/app/assets/badges/jr-rewards/04ce0a3222.webp
04e1661ae4,jr-reward-04e1661ae4.webp,1SG_VvGUqJlpi9OD_rspAV_n2DB7wPexn,https://drive.google.com/file/d/1SG_VvGUqJlpi9OD_rspAV_n2DB7wPexn/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1SG_VvGUqJlpi9OD_rspAV_n2DB7wPexn&sz=w1600,01-code/app/assets/badges/jr-rewards/04e1661ae4.webp
04ed2752db,jr-reward-04ed2752db.webp,1kRtSYLXliuecKpH9gjLJRJ8nyggaMU4P,https://drive.google.com/file/d/1kRtSYLXliuecKpH9gjLJRJ8nyggaMU4P/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1kRtSYLXliuecKpH9gjLJRJ8nyggaMU4P&sz=w1600,01-code/app/assets/badges/jr-rewards/04ed2752db.webp
04f896b94c,jr-reward-04f896b94c.webp,1oP__0QZPcujw1zrDzh2jCcVenakaD5HT,https://drive.google.com/file/d/1oP__0QZPcujw1zrDzh2jCcVenakaD5HT/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1oP__0QZPcujw1zrDzh2jCcVenakaD5HT&sz=w1600,01-code/app/assets/badges/jr-rewards/04f896b94c.webp
050bc80e31,jr-reward-050bc80e31.webp,1rnlnuU_KLx6qkKnGbmsoLUg7ZDsCN5QB,https://drive.google.com/file/d/1rnlnuU_KLx6qkKnGbmsoLUg7ZDsCN5QB/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1rnlnuU_KLx6qkKnGbmsoLUg7ZDsCN5QB&sz=w1600,01-code/app/assets/badges/jr-rewards/050bc80e31.webp
053e3f74d0,jr-reward-053e3f74d0.webp,1EFU3oumZv2bqZy8c5Ah5I5jxU8wWpqxU,https://drive.google.com/file/d/1EFU3oumZv2bqZy8c5Ah5I5jxU8wWpqxU/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1EFU3oumZv2bqZy8c5Ah5I5jxU8wWpqxU&sz=w1600,01-code/app/assets/badges/jr-rewards/053e3f74d0.webp
